## taxon_id,STRING_type,STRING_name_compact,official_name_NCBI,join_name
35841,periphery,Bacillus thermoamylovorans,Bacillus thermoamylovorans,Bacillus thermoamylovorans
36033,core,Vanderwaltozyma polyspora,Vanderwaltozyma polyspora,Vanderwaltozyma polyspora
36080,periphery,Mucor circinelloides,Mucor circinelloides,Mucor circinelloides
36331,periphery,Pythium irregulare,Pythium irregulare,Pythium irregulare
36630,core,Neosartorya fischeri,Neosartorya fischeri,Neosartorya fischeri
36651,periphery,Penicillium digitatum,Penicillium digitatum,Penicillium digitatum
36809,core,Mycobacterium abscessus,Mycobacterium abscessus,Mycobacterium abscessus
36870,core,Wigglesworthia glossinidia sp. Gbr,Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis,Wigglesworthia glossinidia
36874,periphery,Porphyromonas cangingivalis,Porphyromonas cangingivalis,Porphyromonas cangingivalis
36875,periphery,Porphyromonas canoris,Porphyromonas canoris,Porphyromonas canoris
36914,periphery,Lodderomyces elongisporus,Lodderomyces elongisporus,Lodderomyces elongisporus
37659,periphery,Clostridium algidicarnis,Clostridium algidicarnis,Clostridium algidicarnis
37682,periphery,Aegilops tauschii,Aegilops tauschii,Aegilops tauschii
37692,core,Phytoplasma mali,Candidatus Phytoplasma mali,Phytoplasma mali
37727,periphery,Talaromyces marneffei,Talaromyces marneffei,Talaromyces marneffei
37919,core,Rhodococcus opacus,Rhodococcus opacus,Rhodococcus opacus
38033,periphery,Chaetomium globosum,Chaetomium globosum,Chaetomium globosum
38654,periphery,Alligator sinensis,Alligator sinensis,Alligator sinensis
38727,periphery,Panicum virgatum,Panicum virgatum,Panicum virgatum
38833,periphery,Micromonas pusilla,Micromonas pusilla,Micromonas pusilla
39416,periphery,Tuber melanosporum,Tuber melanosporum,Tuber melanosporum
40041,core,Streptococcus equi,Streptococcus equi subsp. zooepidemicus,Streptococcus equi
40127,periphery,Neurospora tetrasperma,Neurospora tetrasperma,Neurospora tetrasperma
40148,periphery,Oryza glumipatula,Oryza glumipatula,Oryza glumipatula
40149,periphery,Oryza meridionalis,Oryza meridionalis,Oryza meridionalis
40215,periphery,Acinetobacter junii,Acinetobacter junii,Acinetobacter junii
40373,periphery,Acinetobacter sp. CIPA165,Acinetobacter sp. CIP-A165,Acinetobacter sp.
40384,periphery,Aspergillus kawachii,Aspergillus kawachii,Aspergillus kawachii
40483,periphery,Fomitopsis pinicola,Fomitopsis pinicola,Fomitopsis pinicola
40492,core,Stereum hirsutum,Stereum hirsutum,Stereum hirsutum
40559,core,Botrytis cinerea,Botrytis cinerea,Botrytis cinerea
40571,periphery,Lentzea albidocapillata,Lentzea albidocapillata,Lentzea albidocapillata
41431,core,Cyanothece sp. PCC8801,Cyanothece sp. PCC8801,Cyanothece sp.
41875,periphery,Bathycoccus prasinos,Bathycoccus prasinos,Bathycoccus prasinos
42068,periphery,Pneumocystis jirovecii,Pneumocystis jirovecii,Pneumocystis jirovecii
42099,periphery,Pythium vexans,Pythium vexans,Pythium vexans
42254,periphery,Sorex araneus,Sorex araneus,Sorex araneus
42256,periphery,Rubrobacter radiotolerans,Rubrobacter radiotolerans,Rubrobacter radiotolerans
42345,core,Phoenix dactylifera,Phoenix dactylifera,Phoenix dactylifera
42374,core,Candida dubliniensis,Candida dubliniensis,Candida dubliniensis
42565,periphery,Halomonas salina,Halomonas salina,Halomonas salina
43151,periphery,Anopheles darlingi,Anopheles darlingi,Anopheles darlingi
43179,periphery,Ictidomys tridecemlineatus,Ictidomys tridecemlineatus,Ictidomys tridecemlineatus
43228,periphery,Capronia epimyces,Capronia epimyces,Capronia epimyces
43229,periphery,Capronia coronata,Capronia coronata,Capronia coronata
43354,periphery,Prauserella rugosa,Prauserella rugosa,Prauserella rugosa
43759,periphery,Streptomyces wedmorensis,Streptomyces wedmorensis,Streptomyces wedmorensis
43989,core,Cyanothece sp. ATCC51142,Cyanothece sp. ATCC51142,Cyanothece sp.
44056,core,Aureococcus anophagefferens,Aureococcus anophagefferens,Aureococcus anophagefferens
44060,periphery,Streptomyces megasporus,Streptomyces megasporus,Streptomyces megasporus
44251,core,Paenibacillus durus,Paenibacillus durus,Paenibacillus durus
44454,core,Mycobacterium avium avium,Mycobacterium avium subsp. avium,Mycobacterium avium
44689,core,Dictyostelium discoideum,Dictyostelium discoideum,Dictyostelium discoideum
45130,periphery,Bipolaris sorokiniana,Bipolaris sorokiniana,Bipolaris sorokiniana
45151,periphery,Pyrenophora triticirepentis,Pyrenophora tritici-repentis,Pyrenophora triticirepentis
45157,core,Cyanidioschyzon merolae,Cyanidioschyzon merolae,Cyanidioschyzon merolae
45285,periphery,Eremothecium cymbalariae,Eremothecium cymbalariae,Eremothecium cymbalariae
45351,periphery,Nematostella vectensis,Nematostella vectensis,Nematostella vectensis
45361,periphery,Mycoplasma conjunctivae,Mycoplasma conjunctivae,Mycoplasma conjunctivae
45596,periphery,Candida tenuis,Candida tenuis,Candida tenuis
46234,periphery,Anabaena sp. 90,Anabaena sp. 90,Anabaena sp.
46256,periphery,Weissella hellenica,Weissella hellenica,Weissella hellenica
46429,core,Sphingobium chlorophenolicum,Sphingobium chlorophenolicum,Sphingobium chlorophenolicum
46681,periphery,Entamoeba dispar,Entamoeba dispar,Entamoeba dispar
47716,periphery,Streptomyces olivaceus,Streptomyces olivaceus,Streptomyces olivaceus
47763,periphery,Streptomyces lydicus,Streptomyces lydicus,Streptomyces lydicus
47839,periphery,Mycobacterium triplex,Mycobacterium triplex,Mycobacterium triplex
48698,periphery,Poecilia formosa,Poecilia formosa,Poecilia formosa
50452,periphery,Arabis alpina,Arabis alpina,Arabis alpina
50960,periphery,Helicobacter trogontum,Helicobacter trogontum,Helicobacter trogontum
51337,periphery,Jaculus jaculus,Jaculus jaculus,Jaculus jaculus
51453,periphery,Trichoderma reesei,Trichoderma reesei,Trichoderma reesei
51511,periphery,Ciona savignyi,Ciona savignyi,Ciona savignyi
52598,core,Sulfitobacter sp. EE36,Sulfitobacter sp. EE-36,Sulfitobacter sp.
52644,periphery,Haliaeetus leucocephalus,Haliaeetus leucocephalus,Haliaeetus leucocephalus
53485,periphery,Pyrenophora teres,Pyrenophora teres,Pyrenophora teres
55207,core,Pectobacterium betavasculorum,Pectobacterium betavasculorum,Pectobacterium betavasculorum
55529,core,Guillardia theta,Guillardia theta,Guillardia theta
55601,core,Vibrio anguillarum,Vibrio anguillarum,Vibrio anguillarum
55952,periphery,Streptomyces toyocaensis,Streptomyces toyocaensis,Streptomyces toyocaensis
56107,periphery,Cylindrospermum stagnale,Cylindrospermum stagnale PCC7417,Cylindrospermum stagnale
56110,periphery,Oscillatoria acuminata,Oscillatoria acuminata PCC6304,Oscillatoria acuminata
56780,periphery,Syntrophus aciditrophicus,Syntrophus aciditrophicus SB,Syntrophus aciditrophicus
57918,core,Fragaria vesca,Fragaria vesca,Fragaria vesca
58123,core,Spirillospora albida,Spirillospora albida,Spirillospora albida
58344,periphery,Streptomyces celluloflavus,Streptomyces celluloflavus,Streptomyces celluloflavus
59196,periphery,Rickettsiella grylli,Rickettsiella grylli,Rickettsiella grylli
59374,core,Fibrobacter succinogenes,Fibrobacter succinogenes subsp. succinogenes S85,Fibrobacter succinogenes
59463,periphery,Myotis lucifugus,Myotis lucifugus,Myotis lucifugus
59538,periphery,Pantholops hodgsonii,Pantholops hodgsonii,Pantholops hodgsonii
59689,periphery,Arabidopsis lyrata,Arabidopsis lyrata,Arabidopsis lyrata
59748,periphery,Phytoplasma australiense,Candidatus Phytoplasma australiense,Phytoplasma australiense
59894,periphery,Ficedula albicollis,Ficedula albicollis,Ficedula albicollis
59919,periphery,Prochlorococcus marinus pastoris,Prochlorococcus marinus subsp. pastoris str. CCMP1986,Prochlorococcus marinus
59921,periphery,Prochlorococcus marinus MIT9107,Prochlorococcus marinus str. MIT 9107,Prochlorococcus marinus
59925,periphery,Prochlorococcus marinus GP2,Prochlorococcus marinus str. GP2,Prochlorococcus marinus
59926,periphery,Prochlorococcus marinus SB,Prochlorococcus marinus str. SB,Prochlorococcus marinus
59931,periphery,Synechococcus sp. WH 7805,Synechococcus sp. WH 7805,Synechococcus sp.
60520,periphery,Lactobacillus paraplantarum,Lactobacillus paraplantarum,Lactobacillus paraplantarum
60711,periphery,Chlorocebus sabaeus,Chlorocebus sabaeus,Chlorocebus sabaeus
61273,periphery,Ophiostoma piceae,Ophiostoma piceae,Ophiostoma piceae
61459,periphery,Coniosporium apollinis,Coniosporium apollinis,Coniosporium apollinis
61622,periphery,Rhinopithecus roxellana,Rhinopithecus roxellana,Rhinopithecus roxellana
61647,core,Pluralibacter gergoviae,Pluralibacter gergoviae,Pluralibacter gergoviae
61853,periphery,Nomascus leucogenys,Nomascus leucogenys,Nomascus leucogenys
62928,core,Azoarcus sp. BH72,Azoarcus sp. BH72,Azoarcus sp.
62977,core,Acinetobacter sp. ADP1,Acinetobacter sp. ADP1,Acinetobacter sp.
63400,periphery,Arthroderma benhamiae,Arthroderma benhamiae,Arthroderma benhamiae
63402,periphery,Microsporum gypseum,Microsporum gypseum,Microsporum gypseum
63405,core,Arthroderma otae,Arthroderma otae,Arthroderma otae
63418,periphery,Trichophyton equinum,Trichophyton equinum,Trichophyton equinum
63577,periphery,Trichoderma atroviride,Trichoderma atroviride,Trichoderma atroviride
63737,core,Nostoc punctiforme,Nostoc punctiforme PCC73102,Nostoc punctiforme
64363,periphery,Mycosphaerella pini,Mycosphaerella pini,Mycosphaerella pini
64471,periphery,Synechococcus sp. CC9311,Synechococcus sp. CC9311,Synechococcus sp.
65071,core,Pythium ultimum,Pythium ultimum,Pythium ultimum
65093,core,Halothece sp. PCC7418,Halothece sp. PCC7418,Halothece sp.
65393,periphery,Cyanothece sp. PCC7424,Cyanothece sp. PCC7424,Cyanothece sp.
65489,periphery,Oryza barthii,Oryza barthii,Oryza barthii
65497,periphery,Actinoalloteichus cyanogriseus,Actinoalloteichus cyanogriseus,Actinoalloteichus cyanogriseus
65672,periphery,Piriformospora indica,Piriformospora indica,Piriformospora indica
66269,core,Pantoea stewartii,Pantoea stewartii,Pantoea stewartii
66373,periphery,Streptomyces niger,Streptomyces niger,Streptomyces niger
66377,periphery,Streptomyces violens,Streptomyces violens,Streptomyces violens
66429,periphery,Streptomyces roseoverticillatus,Streptomyces roseoverticillatus,Streptomyces roseoverticillatus
66692,periphery,Bacillus clausii,Bacillus clausii KSM-K16,Bacillus clausii
66869,periphery,Streptomyces atroolivaceus,Streptomyces atroolivaceus,Streptomyces atroolivaceus
66874,periphery,Streptomyces bicolor,Streptomyces bicolor,Streptomyces bicolor
66875,periphery,Streptomyces catenulae,Streptomyces catenulae,Streptomyces catenulae
66897,periphery,Streptomyces griseorubens,Streptomyces griseorubens,Streptomyces griseorubens
67257,periphery,Streptomyces albus albus,Streptomyces albus subsp. albus,Streptomyces albus
67267,periphery,Streptomyces alboflavus,Streptomyces alboflavus,Streptomyces alboflavus
67275,periphery,Streptomyces aureocirculatus,Streptomyces aureocirculatus,Streptomyces aureocirculatus
67281,periphery,Streptomyces californicus,Streptomyces californicus,Streptomyces californicus
67315,periphery,Streptomyces lavenduligriseus,Streptomyces lavenduligriseus,Streptomyces lavenduligriseus
67332,periphery,Streptomyces mutabilis,Streptomyces mutabilis,Streptomyces mutabilis
67352,periphery,Streptomyces purpeofuscus,Streptomyces purpeofuscus,Streptomyces purpeofuscus
67356,periphery,Streptomyces resistomycificus,Streptomyces resistomycificus,Streptomyces resistomycificus
67373,periphery,Streptomyces varsoviensis,Streptomyces varsoviensis,Streptomyces varsoviensis
67593,periphery,Phytophthora sojae,Phytophthora sojae,Phytophthora sojae
68170,periphery,Lechevalieria aerocolonigenes,Lechevalieria aerocolonigenes,Lechevalieria aerocolonigenes
68194,periphery,Streptomyces durhamensis,Streptomyces durhamensis,Streptomyces durhamensis
68199,periphery,Streptomyces flavochromogenes,Streptomyces flavochromogenes,Streptomyces flavochromogenes
68219,periphery,Streptomyces iakyrus,Streptomyces iakyrus,Streptomyces iakyrus
68223,periphery,Streptomyces katrae,Streptomyces katrae,Streptomyces katrae
68260,periphery,Streptomyces pyridomyceticus,Streptomyces pyridomyceticus,Streptomyces pyridomyceticus
68570,periphery,Streptomyces albulus,Streptomyces albulus,Streptomyces albulus
68886,periphery,Theileria orientalis,Theileria orientalis,Theileria orientalis
69014,periphery,Thermococcus kodakarensis,Thermococcus kodakarensis KOD1,Thermococcus kodakarensis
69042,periphery,Synechococcus sp. WH 5701,Synechococcus sp. WH 5701,Synechococcus sp.
69279,core,Aquamicrobium defluvii,Aquamicrobium defluvii,Aquamicrobium defluvii
69293,core,Gasterosteus aculeatus,Gasterosteus aculeatus,Gasterosteus aculeatus
69319,periphery,Microplitis demolitor,Microplitis demolitor,Microplitis demolitor
69328,periphery,Pseudomonas sp. VLB120,Pseudomonas sp. VLB120,Pseudomonas sp.
69395,periphery,Caulobacter henricii,Caulobacter henricii,Caulobacter henricii
69781,periphery,Penicillium oxalicum,Penicillium oxalicum,Penicillium oxalicum
70448,core,Ostreococcus tauri,Ostreococcus tauri,Ostreococcus tauri
70601,periphery,Pyrococcus horikoshii,Pyrococcus horikoshii OT3,Pyrococcus horikoshii
71139,core,Eucalyptus grandis,Eucalyptus grandis,Eucalyptus grandis
71421,core,Haemophilus influenzae,Haemophilus influenzae Rd KW20,Haemophilus influenzae
72004,periphery,Bos mutus,Bos mutus,Bos mutus
72019,periphery,Sphaeroforma arctica,Sphaeroforma arctica,Sphaeroforma arctica
72228,periphery,Ophiocordyceps sinensis,Ophiocordyceps sinensis,Ophiocordyceps sinensis
72558,periphery,Sporisorium reilianum,Sporisorium reilianum,Sporisorium reilianum
72658,periphery,Boechera stricta,Boechera stricta,Boechera stricta
72664,periphery,Eutrema salsugineum,Eutrema salsugineum,Eutrema salsugineum
73044,periphery,Streptomyces seoulensis,Streptomyces seoulensis,Streptomyces seoulensis
73501,periphery,Cordyceps militaris,Cordyceps militaris,Cordyceps militaris
74545,periphery,Prochlorococcus marinus MIT9302,Prochlorococcus marinus str. MIT 9302,Prochlorococcus marinus
74546,periphery,Prochlorococcus marinus MIT9312,Prochlorococcus marinus str. MIT 9312,Prochlorococcus marinus
74547,core,Prochlorococcus marinus MIT9313,Prochlorococcus marinus str. MIT 9313,Prochlorococcus marinus
75379,core,Thiomonas intermedia,Thiomonas intermedia K12,Thiomonas intermedia
76114,core,Aromatoleum aromaticum,Aromatoleum aromaticum EbN1,Aromatoleum aromaticum
76636,periphery,Mycetocola saprophilus,Mycetocola saprophilus,Mycetocola saprophilus
76869,periphery,Pseudomonas putida GB1,Pseudomonas putida GB-1,Pseudomonas putida
77586,periphery,Leersia perrieri,Leersia perrieri,Leersia perrieri
77635,periphery,Bifidobacterium subtile,Bifidobacterium subtile,Bifidobacterium subtile
78245,core,Xanthobacter autotrophicus,Xanthobacter autotrophicus Py2,Xanthobacter autotrophicus
78344,periphery,Bifidobacterium gallinarum,Bifidobacterium gallinarum,Bifidobacterium gallinarum
78345,periphery,Bifidobacterium merycicum,Bifidobacterium merycicum,Bifidobacterium merycicum
78346,periphery,Bifidobacterium ruminantium,Bifidobacterium ruminantium,Bifidobacterium ruminantium
78398,periphery,Pectobacterium carotovorum odoriferum,Pectobacterium carotovorum subsp. odoriferum,Pectobacterium carotovorum
78579,periphery,Myceliophthora thermophila,Myceliophthora thermophila,Myceliophthora thermophila
78898,core,Mortierella verticillata,Mortierella verticillata,Mortierella verticillata
79684,periphery,Microtus ochrogaster,Microtus ochrogaster,Microtus ochrogaster
80637,periphery,Coniophora puteana,Coniophora puteana,Coniophora puteana
80884,periphery,Colletotrichum higginsianum,Colletotrichum higginsianum,Colletotrichum higginsianum
81824,core,Monosiga brevicollis,Monosiga brevicollis,Monosiga brevicollis
81985,periphery,Capsella rubella,Capsella rubella,Capsella rubella
82508,core,Trichosporon asahii,Trichosporon asahii,Trichosporon asahii
82654,periphery,Pseudanabaena sp. PCC7367,Pseudanabaena sp. PCC7367,Pseudanabaena sp.
82995,core,Serratia grimesii,Serratia grimesii,Serratia grimesii
82996,periphery,Serratia plymuthica,Serratia plymuthica,Serratia plymuthica
83219,core,Sulfitobacter mediterraneus,Sulfitobacter mediterraneus,Sulfitobacter mediterraneus
83332,core,Mycobacterium tuberculosis H37Rv,Mycobacterium tuberculosis H37Rv,Mycobacterium tuberculosis
83344,periphery,Pseudocercospora fijiensis,Pseudocercospora fijiensis,Pseudocercospora fijiensis
83406,periphery,Gammaproteobacteria bacterium HdN1,gamma proteobacterium HdN1,Gammaproteobacteria bacterium
84531,core,Lysobacter antibioticus,Lysobacter antibioticus,Lysobacter antibioticus
84588,periphery,Synechococcus sp. WH 8102,Synechococcus sp. WH 8102,Synechococcus sp.
84751,periphery,Pseudozyma flocculosa,Pseudozyma flocculosa,Pseudozyma flocculosa
85643,core,Thauera sp. MZ1T,Thauera sp. MZ1T,Thauera sp.
85681,periphery,Citrus clementina,Citrus clementina,Citrus clementina
85929,periphery,Sphaerulina musiva,Sphaerulina musiva,Sphaerulina musiva
85962,periphery,Helicobacter pylori 26695,Helicobacter pylori 26695,Helicobacter pylori
85963,periphery,Helicobacter pylori J99,Helicobacter pylori J99,Helicobacter pylori
85982,periphery,Serpula lacrymans,Serpula lacrymans,Serpula lacrymans
86049,periphery,Cladophialophora carrionii,Cladophialophora carrionii,Cladophialophora carrionii
86106,core,endosymbiont of Acanthamoeba,endosymbiont of Acanthamoeba sp. UWC8,endosymbiont of
86416,periphery,Clostridium pasteurianum BC1,Clostridium pasteurianum BC1,Clostridium pasteurianum
87626,core,Pseudoalteromonas tunicata,Pseudoalteromonas tunicata D2,Pseudoalteromonas tunicata
88036,core,Selaginella moellendorffii,Selaginella moellendorffii,Selaginella moellendorffii
89187,periphery,Roseovarius nubinhibens,Roseovarius nubinhibens ISM,Roseovarius nubinhibens
89462,periphery,Bubalus bubalis,Bubalus bubalis,Bubalus bubalis
90371,core,Salmonella enterica Typhimurium,Salmonella enterica subsp. enterica serovar Typhimurium,Salmonella enterica
90675,periphery,Camelina sativa,Camelina sativa,Camelina sativa
90813,core,Thiomicrospira sp. MilosT1,Thiomicrospira sp. Milos-T1,Thiomicrospira sp.
90814,periphery,Thiomicrospira sp. MilosT2,Thiomicrospira sp. Milos-T2,Thiomicrospira sp.
91464,core,Synechococcus sp. PCC7335,Synechococcus sp. PCC7335,Synechococcus sp.
91604,core,Paracaedibacter acanthamoebae,Candidatus Paracaedibacter acanthamoebae,Paracaedibacter acanthamoebae
